Scan Mz Intensity
11156 57.0339 0.1874371399835421
11173 55.0546 0.22875241949674469
11173 57.0337 0.15660742565546365
11195 57.0338 0.5725503026337314
11195 57.0599 0.22902012105349256
11210 50.6355 0.41089268449887206
11210 51.3473 0.12085078955849178
11213 53.8904 0.1637476861739997
11213 55.0547 0.1352698277089563
11213 57.0703 0.22782286772034743
11226 55.0546 0.19325842696629214
11226 56.5481 0.11235955056179775
11233 52.6809 0.106315118009781
11233 52.6982 0.1913672124176058
11283 52.0867 0.22443890274314215
11283 55.0547 0.2961346633416459
11285 51.042 0.23961661341853036
11285 55.0548 0.11182108626198083
11285 57.0339 0.14909478168264112
11307 55.0547 0.1293610348882791
11307 57.0704 0.12544100352802823
11339 50.5341 0.12691505756504395
11339 51.4192 0.11784969631039797
11339 57.0703 0.19943794760221195
11339 58.0417 0.13598041881968997
11359 52.8005 0.4459760794648287
11359 54.2646 0.15203729981755523
11364 55.0184 0.4838375227518835
11364 55.0547 0.1727991152685298
11365 51.3777 0.5718085106382979
11400 50.8788 0.16149291225551768
11400 54.9308 0.14953047431066452
11400 55.0547 0.21931136232230794
11423 55.0547 0.5176957831325302
11423 57.0339 0.20707831325301204
11427 53.0389 0.22114997989545637
11427 54.1335 0.1407318053880177
11428 52.2828 0.39401416859030486
11428 55.0547 0.17511740826235772
11429 60.0812 0.3849855630413859
11429 69.07 0.2855309592556946
11454 55.0547 0.44414834554741284
11454 57.0339 0.2347641255036325
11458 54.8791 0.15988372093023256
11471 55.0548 0.27869800704632697
11471 57.034 0.17878740074670033
11477 54.2439 0.10617760617760617
11477 55.0547 0.10617760617760617
11477 56.6395 0.11583011583011583
11491 55.0547 0.2237553608055193
11498 50.8879 0.22570501115845
11498 53.0392 0.11665652262122134
11498 55.0547 0.11158449989855955
11508 55.0548 0.4976671850699845
11508 57.034 0.18144116122343182
11532 55.0184 0.36298299424671954
11532 55.0548 0.11070981324524946
11532 57.034 0.11796947313018386
11532 57.0703 0.13611862284251983
11543 51.8079 0.12962538264415838
11543 53.039 0.6979828296223913
11547 55.0184 0.12720924567623892
11556 55.0184 0.12549675800041832
11556 55.0547 0.10458063166701527
11608 57.0704 0.5272407732864675
11608 60.0812 0.23851368315340196
11620 51.5098 0.16377716946257692
11620 53.9613 0.14038043096792308
11620 54.7806 0.2573641234411923
11628 60.0811 0.14179608372721134
11638 50.4663 0.42966983265490727
11661 55.0546 0.22414671421293939
11661 57.0339 0.1782985226693836
11676 55.0182 0.12587852722123152
11676 55.0547 0.103849784957516
11676 57.0339 0.2097975453687192
11677 55.0549 0.45374338290899924
11677 55.7696 0.1613309805898664
11682 55.0547 0.27134691992379195
11684 55.0547 0.3055555555555556
11684 56.6829 0.1388888888888889
11691 51.1954 0.373134328358209
11691 55.0546 0.12126865671641791
11704 60.0812 0.9190371991247265
11708 51.6135 0.20500864252120432
11708 54.2122 0.14471198295614424
11712 50.0004 0.2167205027915665
11723 54.388 0.16543880056869587
11723 54.3905 0.22747835078195683
11725 55.0183 0.2507503514304168
11725 55.0547 0.1291744234641541
11738 55.0547 0.13639181649101054
11750 55.0547 0.38075897956593474
11750 57.0339 0.1269196598553116
11780 55.0547 0.8643042350907519
11793 55.0549 0.45374338290899924
11793 55.7696 0.1613309805898664
11794 56.8347 0.11154657823334338
11795 50.6912 0.1843687374749499
11852 55.0547 0.19599891862665586
11864 55.0548 0.22496087636932707
11864 57.0705 0.13693270735524257
11864 60.0812 0.1467136150234742
11872 53.798 0.152
11872 55.0547 0.122
11888 51.7818 0.18951801591015444
11888 55.0546 0.6083294337856808
11890 55.0547 0.23889154323936931
11894 52.3881 0.6141646583223198
11933 55.0547 0.2403706921517521
11933 57.034 0.1332174920359108
11944 53.039 0.2187705097352877
11964 55.0547 0.5257383194660328
11964 57.0339 0.1874371399835421
11965 55.0547 0.27134691992379195
12017 51.7051 0.2786144578313253
12040 55.0547 0.3055555555555556
12040 56.6829 0.1388888888888889
12049 55.0184 0.4838375227518835
12049 55.0547 0.1727991152685298
12057 55.0546 0.4640662235043271
12057 56.0498 0.1881349554747272
12060 53.0026 0.13361774825461817
12060 55.0525 0.8112506144030388
12066 60.0812 0.17446996466431094
12066 62.9811 0.30918727915194344
12137 55.0523 0.6942034015966678
12164 55.0547 0.2457757296466974
12164 57.0338 0.18125960061443933
12166 60.0813 0.20860495436766624
12166 81.07 0.5215123859191656
12219 50.3859 0.8739621699232162
12232 60.0811 0.12055455093429777
12232 84.0809 0.6429576049829214
12233 51.2186 0.4928830672262632
12233 54.4612 0.35846041252819144
12250 50.9916 0.1793224870398748
12250 55.0547 0.19562453131622706
12250 55.5019 0.15812982948061688
12284 56.9653 0.1688208915853337
12284 57.0677 0.606700079134793
12290 55.0548 0.10696617194812141
12290 60.0809 0.405580068636627
12423 51.4683 0.8016877637130801
12457 56.0499 0.8151771157551504
12472 51.9571 0.5655346995933537
12482 60.0812 0.31007751937984496
12482 81.0699 0.3382663847780127
12488 55.0547 0.405982905982906
12505 51.1168 0.35565039566106516
12505 57.0339 0.38528792863282063
12536 51.1317 0.13089739514183668
12536 51.4123 0.10284795332572882
12536 55.0547 0.20569590665145765
12549 58.0655 0.1377500819940964
12549 59.0734 0.787143325680551
12550 58.0655 0.17513619143307493
12550 59.0733 0.8019394028777641
12551 56.05 0.1512744875576734
12551 58.0655 0.7412449890325996
12552 58.0655 0.13025737602008788
12552 59.0735 0.6434400502197113
12553 55.0547 0.5808465838960285
12553 58.0655 0.12706019022725623
12556 57.1749 0.1535862386730149
12556 58.0655 0.7448932575641223
12557 55.0547 0.40170725583730854
12559 58.0655 0.13537906137184116
12559 59.0735 0.7220216606498195
12570 60.0813 0.36001694197373996
12574 52.5581 0.45267489711934156
12574 57.034 0.11934156378600823
12586 60.0812 0.7402837754472548
12626 55.0549 0.47232472324723246
12626 59.6551 0.17712177121771217
12647 58.0656 0.35648082133181236
12647 59.0732 0.3493512049051761
12649 58.0656 0.3569805932368404
12649 60.0812 0.4024144869215292
12672 55.0546 0.10304449648711944
12672 56.0499 0.7775175644028103
12685 54.6323 0.32041567438839574
12685 55.0183 0.32041567438839574
12686 53.8093 0.6324310650139134
12698 57.0339 0.6180316926651999
12698 57.0365 0.17304887394625595
12701 58.0658 0.7821326149300426
12704 52.9966 0.7962320679091486
12709 50.6657 0.6644902204374079
12718 55.0549 0.47903309013191836
12718 57.034 0.19161323605276734
12719 55.0547 0.10707171314741036
12735 58.8517 0.3410059676044331
12735 60.0812 0.40494458653026427
12747 55.0547 0.5118344423079584
12747 57.034 0.16600035966744595
12748 57.0339 0.568284322569006
12748 57.0703 0.19844849359552588
12753 55.0547 0.34752612881635175
12753 55.7663 0.4118828193378984
12790 55.0548 0.6029453882214618
12801 51.1485 0.6440797600141168
12806 55.0549 0.4417959519161615
12806 57.0338 0.16438919141066474
12812 52.6084 0.7874606269686516
12827 55.0548 0.6198636300013997
12827 56.0499 0.11197536541960769
12830 50.3642 0.3295978905735003
12830 55.0547 0.11645792133597012
12830 57.0703 0.2856515051637003
12840 50.6139 0.6265664160401002
13029 56.05 0.14458992690175917
13029 58.0655 0.8032773716764399
13032 52.899 0.5713197486193106
13032 54.4071 0.18472671872024377
13038 51.0206 0.18530815201445403
13038 51.0234 0.3860586500301126
13038 53.0029 0.12353876800963602
13039 54.1637 0.5246196507532039
13043 57.0339 0.3953545836422041
13043 57.0703 0.10872251050160613
13043 58.0656 0.24709661477637757
13097 60.0812 0.2210491586935005
13097 72.0812 0.14516661167931375
13097 80.9481 0.4289013526888816
13105 51.187 0.14411904232896372
13105 51.7346 0.24620336397864637
13105 55.0547 0.2942430447549676
13121 55.0547 0.8132990663326719
13125 56.0502 0.8599029921936931
13131 53.0391 0.6631418585894794
13141 55.0547 0.1012692411558196
13141 56.0499 0.6211180124223602
13142 58.0656 0.6321704518848045
13351 51.3081 0.10428445784646312
13351 51.4679 0.5528332705113708
13384 58.0656 0.4353586977096347
13384 59.0736 0.34071550255536626
13385 58.0626 0.2635095710440626
13385 58.0656 0.2258653466091965
13385 58.9538 0.1468124752959777
13385 58.9982 0.1788100660656139
13445 58.066 0.8171237244897959
13447 51.4566 0.3296341061421822
13447 55.5682 0.3955609273706186
13477 50.2132 0.912847122129336
13479 57.0679 0.9163692485772161
13480 57.0704 0.9163946773788602
13481 53.553 0.9012515106204297
13494 57.0704 0.92031182330013
13500 52.3036 0.9202661991068575
13517 55.0551 0.2591530657256286
13517 56.05 0.14336127040141156
13517 57.0703 0.12130569033965594
13531 55.0547 0.10137875101378752
13531 57.034 0.8448229251148959
13541 57.0703 0.9174913166000394
13543 57.0704 0.35864978902953587
13543 58.0657 0.5485232067510548
13544 57.0704 0.9319664492078286
13545 54.572 0.896571510543681
13551 55.0547 0.10137875101378752
13551 57.034 0.8448229251148959
13676 53.5241 0.41713014460511677
13676 55.0183 0.24332591768631814
13697 53.125 0.5476293414036605
13709 55.0184 0.46823454293923594
13811 51.3692 0.10023279875840663
13811 55.0546 0.7759958613554061
13816 55.0546 0.6059402006556074
13847 59.5927 0.7625649913344887
13850 55.0547 0.13810420590081607
13850 60.0812 0.12345679012345678
13850 61.5133 0.10462439840970915
13853 55.0548 0.2718410198725159
13856 51.7801 0.14736032803690416
13856 55.0547 0.20502306509482318
13856 57.034 0.19861609431060995
13912 52.9412 0.5367913148371531
13912 55.0547 0.11459589867310012
13917 57.0703 0.8994050089940501
13918 50.3695 0.9346449517489543
13919 52.01 0.9159389163495096
13920 53.7569 0.9163055801456771
13921 54.8032 0.9752020061298412
13922 50.3261 0.9761494159372661
13923 52.9541 0.8892329581118968
13924 60.0813 0.31932773109243695
13924 71.0859 0.6218487394957983
13925 57.0704 0.9028957155448546
13927 50.1929 0.9736845521700183
13928 52.8914 0.7757350089209526
13929 55.0521 0.12084592145015106
13929 55.0547 0.6377979187646862
13930 57.0704 0.8994276369582993
13932 51.3687 0.8998047014795653
13933 50.7483 0.9625481274063703
13934 52.3112 0.961124659302826
13938 55.0547 0.13324873096446702
13938 57.0704 0.6979695431472082
13939 57.0704 0.12659029052471676
13939 58.0633 0.7595417431483005
13942 57.0704 0.2903225806451613
13942 60.0813 0.3225806451612903
13945 55.8587 0.16758840288252053
13945 56.0499 0.8044243338360986
13946 55.0548 0.9057971014492754
13947 55.0547 0.8276775368316504
13948 55.48 0.9015971148892323
13949 55.0548 0.2934047710167113
13949 57.0704 0.5357826253348641
13950 60.0812 0.8560311284046692
13951 53.7498 0.9382894261999278
13952 60.0813 0.963855421686747
13953 60.0812 0.9364908503767492
13954 50.6213 0.6185910399467061
13955 55.0547 0.8707662743214029
13956 57.0705 0.4818560380725758
13956 58.0657 0.26174895895300415
13957 60.0812 0.8915304606240714
13958 55.0548 0.9187235866968825
13959 55.0548 0.6128241517223584
13961 57.0704 0.902668759811617
13962 55.0547 0.9118263882556761
13963 55.0547 0.19034435023360444
13963 57.0704 0.622945146219069
13964 55.0547 0.6832797427652733
13965 57.0704 0.23469387755102042
13965 58.0656 0.32653061224489793
13965 60.0812 0.17346938775510204
13966 54.8423 0.8732988865439196
13967 56.6581 0.906565287322708
13969 55.0549 0.8823529411764706
13971 57.0704 0.3641732283464567
13971 60.0812 0.18700787401574803
13971 67.0547 0.2263779527559055
13975 55.0547 0.19559902200489
13975 60.0813 0.5052974735126324
13976 57.0678 0.8989437411042026
13977 57.0705 0.8814589665653495
13978 60.0812 0.8761904761904762
13979 57.0678 0.9387289103133325
13981 57.0702 0.34379671150971597
13981 60.0812 0.5680119581464873
13985 51.4283 0.953492897450866
13987 57.0704 0.8566348795862292
13988 51.5959 0.8916440217391305
13989 55.0547 0.9030704394942806
13990 55.0547 0.5952380952380952
13992 53.1353 0.9014502744120688
13993 57.0704 0.8728640010742942
13995 57.034 0.862933975516757
13999 50.9091 0.8880994671403197
14000 52.542 0.8895697941634337
14001 50.376 0.9121671325584817
14002 55.0444 0.8923375363724539
14003 57.068 0.9673778685440964
14004 57.0704 0.9740454354732362
14005 54.4594 0.9715860646798723
14006 50.5269 0.9720062208398134
14008 55.4919 0.9129887089877382
14009 57.0703 0.5941213258286429
14012 57.0704 0.8462164361269324
14014 55.0548 0.11406273450397719
14014 57.0703 0.525288908899895
14015 55.0547 0.1005514109633474
14015 57.0703 0.5622229430208672
14016 55.0547 0.46938775510204084
14017 55.0547 0.8842278428953321
14018 55.0547 0.7166123778501629
14019 50.1468 0.9048408988086262
14020 54.5569 0.4709408113025795
14020 57.0707 0.4816440115594563
14022 55.0547 0.9150943396226415
14025 57.0704 0.17196200458565344
14025 57.5969 0.39305601048149363
14025 58.0736 0.3029806747461513
14026 57.0703 0.889060688055663
14029 55.0184 0.37380768239236917
14030 55.0547 0.814663951120163
14035 58.0655 0.8333333333333334
14040 60.0813 0.8527131782945736
14041 57.0703 0.7741935483870968
14042 60.0812 0.8764044943820225
14044 57.0703 0.4332414336352895
14046 53.0867 0.23316062176165803
14046 60.0812 0.19689119170984457
14046 96.7925 0.2538860103626943
14046 165.4859 0.23834196891191708
14048 53.8597 0.8922777417261518
14049 55.0183 0.8385744234800838
14050 50.7622 0.45222929936305734
14051 60.0813 0.8541392904073587
14052 55.0546 0.27749576988155666
14052 57.0704 0.13874788494077833
14053 57.0703 0.39215686274509803
14053 58.0657 0.23284313725490197
14053 60.0813 0.1715686274509804
14055 53.0392 0.25710754017305315
14055 54.0425 0.3658838071693449
14055 57.0704 0.2027194066749073
14056 58.0657 0.8953553441522104
14057 57.0703 0.1266713581984518
14057 58.0655 0.3800140745953554
14059 56.9652 0.49286640726329445
14064 58.0655 0.8097165991902834
14065 57.0704 0.11001100110011001
14065 58.0656 0.132013201320132
14065 59.0734 0.4730473047304731
14067 60.0814 0.8214285714285714
14072 57.0705 0.8974097491331837
14124 57.0702 0.8432539682539683
14347 60.0812 0.7925604987847406
14350 55.0546 0.11192423590185105
14350 60.0447 0.14349261013057826
14350 60.0814 0.5883197015353709
14435 53.5693 0.1086051478840097
14435 54.0081 0.13756652065307895
14435 55.0296 0.19548926619121745
14435 55.0547 0.2099699525757521
14526 56.0501 0.2808901095471427
14526 56.9651 0.5929902312661902
14584 55.0547 0.5133470225872689
14880 50.5473 0.12311480455524777
14880 55.0549 0.7474827419425757
14882 51.2171 0.11552426009461987
14882 55.0183 0.48410166134888327
14950 50.6116 0.7739938080495357
14953 58.0653 0.584652862362972
14953 59.0734 0.11368250101502234
14953 60.0812 0.18676410881039382
15004 57.0339 0.43549265106151336
15004 60.0811 0.195971692977681
15006 57.0704 0.9028374892519346
15051 53.3904 0.21424745581146223
15051 55.0547 0.2678093197643278
15063 56.9626 0.11090945755192579
15063 56.9652 0.24198427102238354
15068 58.0658 0.7325112928824319
15088 51.7925 0.7840342124019958
15091 53.4094 0.12193263222069807
15106 60.0812 0.7776261937244202
15268 53.0112 0.5139186295503212
15268 58.0656 0.10706638115631692
15268 60.0812 0.15703069236259815
15271 55.0183 0.5350686912509038
15282 60.0811 0.1001926782273603
15282 67.0544 0.3699421965317919
15282 79.0546 0.3853564547206166
15286 50.8293 0.11064569667272584
15286 54.5203 0.7705682446850549
15290 55.0182 0.6634078212290503
15294 54.2963 0.45385779122541603
15294 54.3099 0.17289820618111088
15296 52.6428 0.545950864422202
15296 57.0338 0.16014558689717925
15316 55.0548 0.10462713504747456
15316 56.05 0.5231356752373728
15317 55.0547 0.47190401472340526
15317 56.0499 0.16516640515319184
15326 57.0339 0.48879837067209775
15360 55.0548 0.49637197213097
15360 56.0499 0.16696148153496262
15361 56.0499 0.12254901960784313
15361 57.034 0.628456510809452
15362 57.034 0.5037783375314862
15362 58.0656 0.17632241813602015
15376 55.661 0.809527236094121
15386 52.7106 0.4596100278551532
15388 60.0812 0.12177985948477751
15388 86.0964 0.7306791569086651
15402 51.5096 0.1030489748220546
15402 57.0451 0.1487304791246149
15402 59.0608 0.308084563900988
15430 51.6838 0.18596248870942034
15430 55.0548 0.11157749322565219
15440 54.0476 0.11826899784835919
15440 55.0548 0.2849855369839981
15449 50.3185 0.48729911871435977
15449 58.0657 0.11923276308968378
15449 58.6427 0.18144116122343182
15496 55.0547 0.16712173994915733
15496 56.0499 0.10592222954524057
